CLIENTNUM,Education_Level
711360783,College
708285108,Graduate
713390433,Graduate
718096608,High School
719094333,Uneducated
813764283,High School
713398158,Post-Graduate
711227883,Graduate
810040908,High School
772640808,College
784907658,High School
794692158,High School
718383183,High School
721156758,Graduate
811793433,Graduate
712010358,Graduate
719420058,Unknown
809459733,Unknown
798783858,Unknown
711432258,Graduate
721294533,Graduate
718425333,Graduate
714294183,Graduate
714637908,Unknown
712341933,Graduate
708332808,Uneducated
708354858,Unknown
766649283,Graduate
817951083,Unknown
708301683,Uneducated
713655108,Graduate
714560358,Unknown
712113558,Graduate
710603958,Uneducated
720597108,Post-Graduate
713810658,Graduate
721519908,Uneducated
712025958,Uneducated
794740458,Graduate
709814883,High School
719767683,College
715321008,Unknown
710106933,Uneducated
716655858,High School
778260108,Unknown
713986908,High School
780042633,Unknown
713269533,College
713868033,College
708103608,High School
789684258,Post-Graduate
779067408,Uneducated
712231308,Graduate
761079783,Graduate
787518258,Uneducated
717631908,Unknown
769396158,College
713462508,Graduate
716717733,Uneducated
709383933,Unknown
717283008,Graduate
793449333,Graduate
710873583,Graduate
718486608,High School
716748483,Uneducated
715113933,Unknown
711160233,High School
715714458,Graduate
709615458,Graduate
719955558,Unknown
713072358,Graduate
721402233,Uneducated
713691633,Post-Graduate
708866133,Graduate
757256358,Graduate
784868958,High School
710845308,High School
719368533,Doctorate
718337733,Graduate
715132758,College
712556433,Graduate
718947558,High School
710303208,High School
804158583,High School
711720408,Unknown
715808808,Uneducated
715076358,Post-Graduate
718343058,High School
769667583,Post-Graduate
709013208,Uneducated
716004258,High School
715645908,High School
717724233,Unknown
719850933,College
790131033,High School
721211433,Doctorate
721290708,Uneducated
712107783,College
818960133,High School
713560758,Uneducated
718579833,Graduate
778643733,Uneducated
770977833,Graduate
708721533,Graduate
772300383,Unknown
751155783,High School
768457008,Graduate
794494308,Uneducated
710980383,High School
716663808,High School
712912233,Post-Graduate
717992433,Graduate
709971708,High School
715600533,Graduate
710153583,Uneducated
794132808,Uneducated
720565458,Post-Graduate
715496058,Uneducated
709015833,Graduate
718612758,High School
712438308,High School
716238483,College
718297683,High School
712206033,Graduate
710904708,High School
711190233,Graduate
710535708,Uneducated
794573883,Unknown
719118708,Unknown
790201158,Uneducated
779333883,Uneducated
719805183,College
721220583,Graduate
779685558,Graduate
713965683,Post-Graduate
710667708,Uneducated
718979733,Unknown
712104333,Doctorate
793560033,Uneducated
779920533,High School
717480783,High School
709066983,High School
718528008,High School
712390683,Uneducated
826245858,Graduate
712966458,Unknown
709467183,Graduate
710529708,College
789817833,Post-Graduate
712363158,Graduate
717060858,Graduate
718060983,Graduate
711600033,College
709910733,High School
757291008,Unknown
819376683,Unknown
720458883,High School
708963258,College
711746133,Unknown
715249533,Graduate
708522033,College
708496833,High School
717464958,Doctorate
751166508,Post-Graduate
795218883,High School
710856558,Graduate
721107258,Unknown
716457783,College
710810883,College
710895708,Doctorate
789200208,Uneducated
718578708,Post-Graduate
719859033,Graduate
713036208,Graduate
771769383,Unknown
718316058,Uneducated
710155983,Unknown
779571708,Graduate
718042383,Uneducated
710244108,College
806649333,High School
789280683,Graduate
713318733,College
709611183,High School
712441308,Unknown
709315383,Post-Graduate
710141208,Uneducated
711684408,Graduate
758331483,Graduate
715825458,Graduate
708248358,Graduate
779808333,Graduate
715989108,Unknown
714912408,Uneducated
827683383,Uneducated
719595708,High School
711566208,Graduate
711161133,Unknown
715052583,Doctorate
714586458,High School
711523533,Post-Graduate
756658083,Post-Graduate
709247808,Unknown
713242383,Uneducated
717135333,Graduate
716150358,Graduate
717457008,Uneducated
711822933,College
803968233,Uneducated
779037408,High School
709007883,Graduate
714635883,Unknown
779914383,Uneducated
712841883,College
719582058,Doctorate
708387933,Post-Graduate
717251508,Uneducated
710699283,Graduate
709141908,Graduate
720356133,High School
717788958,Graduate
778563858,Uneducated
711096633,Uneducated
716816583,Graduate
719841708,Uneducated
708555633,High School
714638883,Graduate
809147283,Graduate
708197358,Uneducated
757247808,Graduate
820922733,Graduate
807977808,Graduate
712863183,Graduate
778825908,Unknown
713379258,High School
710232483,Uneducated
710170758,Post-Graduate
803421108,Graduate
792152283,Graduate
717291333,Uneducated
714928158,High School
780511683,Graduate
772491333,Post-Graduate
719847108,Unknown
808045833,Uneducated
708385533,Graduate
770205708,Unknown
719379858,Graduate
709657533,High School
798788958,High School
720011958,High School
708982158,Graduate
710803983,Unknown
719768658,College
711355908,Graduate
813153108,College
712487883,High School
753220383,Graduate
708340758,High School
720852108,High School
716728233,High School
711863433,Unknown
779422458,Unknown
715573758,Uneducated
794530608,Uneducated
718376583,Graduate
720827133,Doctorate
767414808,Uneducated
718919433,Graduate
708694983,Uneducated
719270358,Doctorate
708948483,Graduate
708462258,High School
716721483,Uneducated
799011558,Uneducated
710697408,Unknown
710527533,College
709996833,Post-Graduate
718531983,High School
715554708,High School
718774533,College
712337208,Unknown
714022833,Graduate
710026458,Unknown
710178558,High School
768712383,Graduate
711156858,High School
719799033,Post-Graduate
720788883,Uneducated
710306358,Unknown
758617233,Doctorate
720163458,Uneducated
708482658,Graduate
826148883,Graduate
779055033,Uneducated
713118183,Unknown
714103083,College
714145233,Graduate
719547033,Unknown
720899058,Graduate
789432033,Graduate
717214158,Post-Graduate
715269483,Post-Graduate
718805733,Graduate
789780033,College
716482533,Unknown
708319908,Graduate
711663858,Post-Graduate
716894658,Graduate
714082308,High School
708082083,High School
714820158,High School
713347608,Post-Graduate
721395633,Graduate
721438233,Post-Graduate
713987808,College
721086483,Uneducated
709969758,Graduate
801502008,Graduate
819051183,Graduate
710858658,Doctorate
716002458,College
718080558,High School
788019483,Graduate
716151858,Unknown
717241233,Unknown
713880633,Unknown
712374708,Graduate
721145433,High School
711398433,High School
715601808,Graduate
717324183,High School
720557883,Uneducated
708759408,Uneducated
719430483,College
758753283,Doctorate
716933283,High School
773172483,Graduate
721459008,High School
710639658,High School
710710233,Graduate
708996708,Graduate
713315433,Uneducated
712941483,Post-Graduate
789890958,High School
714757083,Uneducated
789237333,Post-Graduate
714949758,Graduate
714136233,Graduate
778888083,Graduate
710923533,Unknown
709385133,Doctorate
716836308,Graduate
720633558,Graduate
712846458,High School
709399908,Graduate
772698783,College
718665033,Doctorate
771561183,Graduate
789008508,College
719439108,Graduate
720817533,Uneducated
813901458,High School
717783483,Post-Graduate
718299933,High School
789074358,High School
712036383,High School
720618033,College
720415833,High School
720385608,College
709937583,High School
770743983,Uneducated
715671183,Uneducated
711283008,High School
778873608,Uneducated
709592808,Graduate
773306658,Unknown
822084333,High School
708821733,Unknown
711070683,Post-Graduate
772596783,Graduate
806917983,Graduate
719329983,Unknown
710190858,Unknown
708880683,College
709332408,High School
710751033,Graduate
710679933,Graduate
710849208,Post-Graduate
710056758,High School
713520858,College
714710733,Unknown
766769058,Graduate
716990883,Unknown
718298733,High School
717174558,Uneducated
714543633,Unknown
715756683,Graduate
719400108,Unknown
710463408,Unknown
708245808,Graduate
799253808,High School
716552433,Uneducated
720995583,Graduate
780118158,Graduate
713668158,Uneducated
709249083,Unknown
717081483,Graduate
718455633,Graduate
708974283,Graduate
713399583,Unknown
713293983,Post-Graduate
714785508,High School
827318958,Unknown
718496283,College
709608708,Graduate
710939283,Uneducated
770824833,Graduate
779082633,Uneducated
720515883,Graduate
747885858,Graduate
779140533,Doctorate
716619558,High School
788633733,Graduate
715291908,College
709977933,Uneducated
716454858,Graduate
720539583,Unknown
739021908,Unknown
711289533,Post-Graduate
716464533,Graduate
710590683,Unknown
710081208,College
717482658,High School
712246983,High School
711460458,Uneducated
713159133,High School
710047533,Graduate
716708583,Graduate
712766208,Uneducated
715150983,Unknown
717991533,Uneducated
797641683,Uneducated
714879483,Graduate
720105933,Uneducated
804670758,Unknown
818987958,Graduate
824160333,High School
714919308,Graduate
717928308,Uneducated
788890533,College
779692608,Uneducated
717774333,High School
718140783,Unknown
714465558,Unknown
804431283,Graduate
715199808,Graduate
759584958,Graduate
758802333,Graduate
720237408,Doctorate
713787333,High School
709660233,Unknown
721005108,College
809589783,Post-Graduate
712627083,Uneducated
778444908,Graduate
711433908,Uneducated
768728508,Doctorate
789937683,Post-Graduate
711788583,Graduate
819196158,Unknown
710207208,Unknown
713994108,High School
712509108,Doctorate
711745233,High School
778745058,High School
721455558,Graduate
710721858,Unknown
769206483,Unknown
769587258,College
712080333,High School
712457208,Graduate
719934783,Doctorate
709589208,Graduate
714860808,Graduate
713934633,Uneducated
773185833,High School
715923408,College
778956033,Graduate
712260633,Doctorate
714945708,College
720971358,High School
719701383,Unknown
764316708,High School
715545933,Graduate
714524583,Uneducated
780079833,Graduate
714199008,Unknown
719941533,Graduate
715544883,Graduate
710122458,High School
713833233,Uneducated
719326758,Doctorate
711686658,High School
708964683,College
718840833,High School
797228883,High School
709566408,Graduate
780097533,Doctorate
715020933,High School
711149133,Graduate
716832858,Graduate
715154058,Unknown
789497283,High School
711834708,College
785038908,Graduate
720001758,Graduate
778428108,Graduate
715268508,Graduate
788741733,Graduate
717355533,Graduate
712128258,High School
735825258,High School
714544908,Graduate
818712633,Graduate
709831983,Uneducated
789398733,Graduate
716850558,Graduate
